bookID,specialist_rating,reader_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,age
3421,8.96,2.25,99766817,9780099766810,eng,240,767,85,8/1/2002,Vintage Classics,13-16
3422,9.27,3.51,075821409X,9780758214096,en-US,255,2757,119,10/1/2006,Brava,13-16
3423,8.25,1.23,307278360,9780307278364,eng,160,6494,562,10/24/2006,Vintage,13-16
3424,9.42,1.45,375706674,9780375706677,eng,309,120421,6140,7/11/2006,Vintage,13-16
3425,8.89,2.23,312311338,9780312311339,eng,338,8819,394,3/3/2003,St. Martin's Griffin,13-16
3426,8.66,1.36,679642420,9780679642428,eng,667,94133,2760,4/8/2003,Modern Library,13-16
3427,7.97,2.45,1592574718,9781592574711,en-US,352,64,9,6/27/2006,Alpha,13-16
3428,9.38,1.32,679772642,9780679772644,eng,144,1876,147,2/22/1999,Vintage,13-16
3429,7.08,3.5,140127224,9780140127225,eng,107,2448,146,1/1/1992,Penguin Books,13-16
3430,7.73,3.09,872863808,9780872863804,eng,250,924,25,5/1/2001,City Lights Publishers,13-16
3431,8.88,2.55,60920645,9780060920647,en-US,617,562,42,11/21/1990,Harper Perennial,13-16
3432,8.88,2.74,72434171,9780072434170,eng,288,17681,1596,6/1/2000,Harper Perennial,13-16
3433,7.46,3.37,60915188,9780060915186,eng,255,7102,604,10/15/2013,Harper Perennial,13-16
3434,8.14,2.66,375703470,9780375703478,en-US,205,3172,380,2/8/2000,Vintage,13-16
3435,7.17,0.61,61239534,9780061239533,eng,216,4870,975,6/12/2007,Harper,13-16
3436,8.45,1.59,1594481571,9781594481574,eng,352,18922,865,3/28/2006,Riverhead Books,13-16
3437,8.45,1.65,1582430543,9781582430546,eng,166,1562,111,12/17/1999,Counterpoint LLC,13-16
3438,7.75,1.36,1400079098,9781400079094,eng,251,21507,1664,3/8/2005,Anchor,13-16
3439,7.91,1.6,141007451,9780141007458,eng,304,1029,188,7/1/2004,Penguin,13-16
3440,8.83,1.25,812967941,9780812967944,eng,164,509,81,4/8/2003,Random House Trade,13-16
3441,7.56,1,184159105X,9781841591056,eng,211,6970,310,12/17/2002,Everyman's Library,13-16
3442,8.12,2.2,345457374,9780345457370,eng,387,108440,2689,2/4/2003,Ballantine Books,13-16
3443,9.02,1.93,143038109,9780143038108,en-US,416,66503,1661,9/21/2006,Penguin Books,13-16
3444,8.1,1.38,689806167,9780689806162,eng,32,1388,64,11/1/1995,Aladdin,13-16
3445,8.71,2.15,055299801X,9780552998017,eng,432,1799,121,4/1/1999,Black Swan,13-16
3446,7.21,2.16,785282092,9780785282099,eng,239,83,20,12/31/1994,Thomas Nelson Publishers,13-16
3447,9.8,1.21,143039865,9780143039860,eng,715,577,80,8/29/2006,Penguin Classics,13-16
3448,8.51,2.6,395500761,9780395500767,eng,400,8721,380,3/1/1989,Houghton Mifflin/Seymour Lawrence,13-16
3449,8.01,1.39,395706742,9780395706749,eng,544,2076,95,2/21/1995,Mariner Books,13-16
3450,7.29,-0.16,395547032,9780395547038,en-US,608,1724,103,2/4/1991,Mariner Books,13-16
3451,7.35,1.73,312277105,9780312277109,eng,132,1349,77,7/10/2001,St. Martin's Griffin,13-16
3452,7.72,1.68,156189216,9780156189217,eng,622,7084,202,2/1/1982,Mariner Books,13-16
3453,7.51,2.37,188301154X,9781883011543,eng,1012,274,27,8/1/1998,Library of America,13-16
3454,7.51,2.39,878055290,9780878055296,eng,226,305,15,10/21/1993,University Press of Mississippi,13-16
3455,7.67,1.31,679642706,9780679642701,eng,106,484,56,9/24/2002,Modern Library,13-16
3456,8.69,1.6,61124192,9780061124198,eng,1,92,28,6/27/2006,Caedmon,13-16
3457,8.5,2.47,679728821,9780679728825,eng,436,433,59,8/11/1990,Vintage,13-16
3458,8.47,3.16,679730044,9780679730040,eng,368,102,11,8/29/1990,Vintage,13-16
3459,7.38,1.96,015636090X,9780156360906,eng,288,830,76,9/14/1956,Mariner Books,13-16
3460,7.95,2.41,674639278,9780674639270,eng,104,2717,232,7/21/1998,Harvard University Press,13-16
3461,7.26,1.97,374525641,9780374525644,eng,341,60656,4194,9/30/1998,Noonday Press,13-16
3462,6.51,2.86,805076883,9780805076882,eng,301,11173,345,9/1/2004,Holt McDougal,13-16
3463,8.5,2.63,1595581340,9781595581341,eng,213,1953,116,9/1/2006,The New Press,13-16
3464,6.5,2.01,1583225366,9781583225363,eng,103,4332,320,9/3/2002,Seven Stories Press,13-16
3465,8.83,3.13,158322565X,9781583225653,spa,144,14,2,9/3/2002,Siete Cuentos,13-16
3466,8.21,1.7,1904859208,9781904859208,eng,256,4145,192,5/1/2005,AK Press,13-16
3467,7.86,2.29,1852421177,9781852421175,eng,492,1643,38,6/1/1988,Serpent's Tail,13-16
3468,8,1.54,052167493X,9780521674935,eng,190,819,31,12/1/2006,Cambridge University Press,13-16
3469,6.94,1.98,1594513120,9781594513121,en-GB,242,270,16,9/15/2006,Routledge,13-16
3470,7.29,2.72,1878825011,9781878825018,eng,111,1679,133,1/1/1992,Odonian Press,13-16
3471,8.95,1.44,080507967X,9780805079678,eng,226,1776,90,10/5/2005,Metropolitan Books/Henry Holt & Co. (NY),13-16
3472,6.86,1.83,742529789,9780742529786,eng,199,282,20,2/23/2004,Rowman & Littlefield Publishers,13-16
3473,7.96,2.2,262530074,9780262530071,eng,261,296,10,3/15/1969,MIT Press (Cambridge  MA),13-16
3474,8.17,2.57,415926327,9780415926324,en-US,480,84,5,11/22/2002,Routledge Falmer,13-16
3475,7.93,2.54,60578122,9780060578121,eng,375,225,20,10/1/2006,Avon,13-16
3476,7.78,1.3,192822756,9780192822758,eng,676,4919,160,5/18/2000,Oxford University Press,13-16
3477,7.8,0.45,60578114,9780060578114,eng,385,504,28,9/27/2005,Avon,13-16
3478,9.64,2.96,143037498,9780143037491,eng,168,29090,451,5/30/2006,Penguin,13-16
3479,9.03,2.09,61059471,9780061059476,en-US,320,723,36,11/3/1999,Avon,13-16
3480,8.29,2.07,375760385,9780375760389,eng,1080,34972,1149,7/9/2002,Random House Trade Paperbacks,13-16
3481,6.88,3.1,375760377,9780375760372,eng,1136,66298,1383,7/9/2002,Dial Press Trade Paperback,13-16
3482,7.94,2.15,812970438,9780812970432,eng,1024,19174,664,9/9/2003,Dial Press,13-16
3483,7.69,2.85,812969820,9780812969825,eng,320,4753,400,9/9/2003,Dial Press Trade Paperback,13-16
3484,9.99,1.88,449207331,9780449207338,eng,960,2153,152,10/12/1984,Fawcett Crest Books,13-16
3485,7.55,2.91,449452697,9780449452691,eng,1086,95,13,7/1/1989,Fawcett Books,13-16
3486,8.99,1.5,609810901,9780609810903,spa,288,67,3,9/4/2001,Plaza y Janes,13-16
3487,6.78,2.14,9685957002,9789685957007,spa,254,28,9,4/30/2005,Debolsillo,13-16
3488,8.13,2.32,743437497,9780743437493,eng,505,1316,134,10/1/2002,Gallery Books,13-16
3489,8.39,1.83,743536991,9780743536998,eng,0,13,0,8/2/2005,Simon & Schuster Audio,13-16
3490,7.69,2.04,1417618256,9781417618255,eng,505,8,2,10/1/2002,Turtleback Books,13-16
3491,7.22,1.58,61238228,9780061238222,en-US,306,697,158,10/31/2006,William Morrow,13-16
3492,6.74,3.04,739461192,9780739461198,eng,291,414947,12116,10/18/2005,William Morrow; 1ST edition,13-16
3493,8.68,2.46,451529251,9780451529251,eng,322,1898,201,3/2/2004,Signet Classics,13-16
3494,7.65,2.67,333581296,9780333581292,eng,71,0,0,8/20/1992,Macmillan,13-16
3495,8.26,3.14,141185538,9780141185538,eng,144,15806,996,11/30/2000,Penguin Classics,13-16
3496,,2.86,553572822,9780553572827,en-US,576,103,4,7/6/1999,Bantam,13-16
3497,7.02,3.23,143038192,9780143038191,eng,672,6509,209,10/3/2006,Penguin Books,13-16
3498,7.43,2.58,440979757,9780440979753,eng,124,6548,356,3/26/1997,Laurel Leaf Library,13-16
3499,7.67,1.66,067964248X,9780679642480,eng,460,329,35,4/2/2002,Modern Library,13-16
3500,8.15,2.05,1860491812,9781860491818,eng,352,1681,276,10/5/1995,Virago,13-16
3501,7.11,1.48,375756868,9780375756863,en-US,352,77,11,4/10/2001,Modern Library,13-16
3502,10.16,2.66,142437964,9780142437964,eng,492,30493,1767,11/30/2004,Penguin Classics,13-16
3503,6.66,1.69,1593083777,9781593083779,en-US,466,17,9,10/1/2005,Barnes & Noble Books,13-16
3504,9.53,2.16,1414243677,9781414243672,eng,380,1,0,1/1/2005,IndyPublish.com,13-16
3505,7.6,1.91,373289804,9780373289806,eng,304,70,6,7/25/1997,Harlequin Historical,13-16
3506,8.25,2.41,786711647,9780786711642,eng,242,6548,556,4/7/2003,Carroll & Graf Publishers,13-16
3507,7.28,1.66,553566407,9780553566406,eng,197,267,7,2/1/1996,Bantam,13-16
3508,7.52,2.03,014011890X,9780140118902,eng,560,11,0,9/26/1988,Penguin Books Ltd,13-16
3509,8.86,1.64,143036939,9780143036937,eng,414,12741,1494,9/26/2006,Penguin Books,13-16
3510,7.52,2.75,1933618086,9781933618081,eng,302,2243,220,11/1/2006,Millipede Press,13-16
3511,8.47,3.2,595377106,9780595377107,eng,216,1,0,2/14/2006,iUniverse,13-16
3512,6.02,2.59,226424154,9780226424156,eng,308,77,14,11/1/2001,University of Chicago Press,13-16
3513,7.53,2.23,679455132,9780679455134,eng,1084,250,38,10/28/1997,Everyman's Library,13-16
3514,7.72,2.06,434010537,9780434010530,eng,336,15,1,10/3/2002,Arrow (A Division of Random House Group),13-16
3515,8.49,2.24,140158766,9780140158762,eng,400,175,17,5/1/1994,Penguin Books,13-16
3516,8.35,1.55,142180092,9780142180099,eng,512,503,34,7/30/2002,Penguin Classics,13-16
3517,6.64,1.56,744586461,9780744586466,eng,120,21,5,11/1/2004,Walker,13-16
3518,9.47,1.58,822008939,9780822008934,eng,80,5,1,8/22/1996,Cliffs Notes,13-16
3519,7.94,1.16,374521409,9780374521400,eng,318,2439,255,9/1/1987,Hill and Wang,13-16
3520,6.92,2.21,184115749X,9781841157498,eng,528,3996,278,6/1/2007,Fourth Estate (GB),13-16
3521,8.05,1.64,7153589,9780007153589,eng,306,336,33,7/2/2007,Harper Perennial,13-16
3522,7.74,1.38,312420145,9780312420147,eng,528,3621,330,9/8/2001,Picador USA,13-16
3523,7.7,2.82,671732471,9780671732479,en-US,328,2779,33,4/1/1991,Washington Square Press,13-16
3524,7.68,1.47,006092960X,9780060929602,eng,288,1952,70,12/22/1999,Harper Perennial,13-16
3525,8.21,1.18,671732463,9780671732462,eng,272,8541,257,2/1/1991,Washington Square Press,13-16
3526,8.09,1.03,074341280X,9780743412803,eng,304,956,37,1/1/2001,Washington Square Press,13-16
3527,7.66,2.58,067173248X,9780671732486,eng,288,2253,53,6/1/1991,Washington Square Press,13-16
3528,8.78,2,671732528,9780671732523,en-US,304,4657,89,1/1/1991,Washington Square Press,13-16
3529,7.68,2.27,671732501,9780671732509,en-US,304,2554,67,1/1/1991,Washington Square Press,13-16
3530,9.09,1.1,1855384272,9781855384279,eng,260,3618,97,2/16/2004,Element,13-16
3531,7.83,3.03,345481267,9780345481269,eng,352,110,6,7/26/2005,Modern Library,13-16
3532,8.14,1.81,375756884,9780375756887,eng,320,2711,89,2/13/2001,Modern Library,13-16
3533,6.65,1.97,375411224,9780375411229,eng,733,214,27,10/24/2000,Everyman's Library,13-16
3534,7.09,2.32,375702245,9780375702242,eng,633,2710,294,7/8/2003,Vintage Classics,13-16
3535,6.97,2.11,60726466,9780060726461,eng,768,1330,29,7/6/2004,Harper Perennial Modern Classics,13-16
3536,7.63,2.84,1593080581,9781593080587,eng,578,442,52,1/16/2004,Barnes  Noble Classics,13-16
3537,7.74,3.48,1567180701,9781567180701,en-US,278,192,5,10/8/2002,Llewellyn Publications,13-16
3538,7.01,1.47,1844080382,9781844080380,en-US,441,179639,8119,12/1/2007,Virago Press (UK),13-16
3539,8.85,2.08,805242090,9780805242096,en-US,304,536,79,5/30/2006,Schocken,13-16
3540,8.14,2.66,042520961X,9780425209615,eng,336,534,25,6/6/2006,Berkley Sensation,13-16
3541,7.91,2.22,014310490X,9780143104902,eng,1181,1623,228,1/30/2007,Penguin Classics,13-16
3542,7.51,2.61,009930791X,9780099307914,eng,400,3115,188,6/16/1994,Vintage,13-16
3543,9.13,1.92,3446176934,9783446176935,ger,464,1,0,1/1/1994,Carl Hanser,13-16
3544,7.82,2.63,385240872,9780385240871,eng,205,5052,305,3/1/1988,Anchor Books,13-16
3545,6.88,3.34,822002108,9780822002109,eng,72,10,3,3/13/1964,Cliffs Notes,13-16
3546,7.81,1.88,706432088,9780706432084,eng,760,8,1,3/12/1988,Octopus Books,13-16
3547,7.77,1.95,822001101,9780822001102,eng,64,8,1,2/28/1964,Cliffs Notes,13-16
3548,7.81,1.71,670038032,9780670038039,eng,486,892,117,11/2/2006,Viking,13-16
3549,7.95,1.69,679729526,9780679729525,eng,442,87406,1182,6/16/1990,Vintage,13-16
3550,6.4,2.41,140449329,9780140449327,eng,290,996,96,3/27/2003,Penguin Books Ltd,13-16
3551,7.78,2.22,872207315,9780872207318,eng,340,319,27,3/15/2005,Hackett Publishing Company  Inc.,13-16
3552,8.38,2.31,674995864,9780674995864,mul,590,583,5,1/1/2001,Harvard University Press,13-16
3553,7.86,3.61,486434125,9780486434124,eng,106,237,39,3/19/2004,Dover Publications,13-16
3554,7.92,2.66,192834401,9780192834409,eng,125,16370,1211,7/16/1998,Oxford University Press,13-16
3555,8.11,3.25,385732538,9780385732536,eng,169,93589,6654,8/22/2006,Ember,13-16
3556,8.34,1.85,618685502,9780618685509,eng,144,13788,1554,4/24/2006,HMH Books for Young Readers,13-16
3557,9.16,0.87,440402913,9780440402916,eng,160,1521,44,6/1/1986,Yearling Books,13-16
3558,7.97,2.41,440415241,9780440415244,eng,128,194,32,3/9/1999,Yearling,13-16
3559,8.28,2.73,385732562,9780385732567,eng,240,132584,9341,9/25/2000,Delacorte Press,13-16
3560,8.16,1.74,440414008,9780440414001,eng,128,244,15,3/9/1998,Yearling,13-16
3561,7.15,2.76,074348276X,9780743482769,eng,338,154195,2806,1/1/2004,Simon  Schuster,13-16
3562,7.23,1.32,019832054X,9780198320548,eng,192,269,24,12/12/2002,Oxford University Press,13-16
3563,8.61,1.89,1903436591,9781903436592,eng,455,1796,98,5/9/1997,Bloomsbury Arden Shakespeare,13-16
3564,8.12,0.99,743484959,9780743484954,eng,384,215,11,8/1/2005,Simon  Schuster,13-16
3565,8.98,2.07,039395904X,9780393959048,eng,271,790,93,7/17/1999,W. W. Norton & Co.,13-16
3566,7.88,0.36,141439904,9780141439907,eng,272,6769,270,6/26/2003,Penguin Books,13-16
3567,7.37,0.94,553210599,9780553210590,eng,527,3083,134,11/1/2008,Bantam Classic,13-16
3568,7.04,1.5,312406916,9780312406912,eng,386,616,77,11/6/2003,Bedford Books,13-16
3569,8.18,2.19,052161872X,9780521618724,eng,196,128,12,9/1/2005,Cambridge University Press,13-16
3570,8.36,2,451526813,9780451526816,eng,166,1230,62,7/1/1998,Signet Classic,13-16
3571,9.24,1.73,198320566,9780198320562,eng,160,13,2,12/12/2002,Oxford University Press  USA,13-16
3572,8.19,2.21,1932219250,9781932219258,eng,18,38,7,11/30/2005,BBC Audiobooks America,13-16
3573,7.29,1.04,521532507,9780521532501,eng,188,73,12,4/21/2003,Cambridge University Press,13-16
3574,8.6,0.73,156031191,9780156031196,eng,748,21851,3510,6/1/2005,Mariner Books,13-16
3575,8.47,2.39,679743340,9780679743347,eng,320,1464,100,6/1/1993,Vintage,13-16
3576,8,2.08,812036042,9780812036046,eng,256,157,18,8/1/1996,Barrons Educational Series,13-16
3577,8.19,3.08,743484967,9780743484961,eng,222,188,14,8/1/2005,Simon  Schuster,13-16
3578,7.06,2.27,141014709,9780141014708,en-GB,240,199,21,4/7/2005,Penguin Classics,13-16
3579,7.78,1.82,345477529,9780345477521,eng,400,5704,94,11/28/2006,Del Rey,13-16
3580,7.4,1.82,375725180,9780375725180,eng,288,1309,107,10/8/2002,Vintage,13-16
3581,8.1,1.94,1904271553,9781904271550,eng,384,15,0,3/22/2006,Bloomsbury Arden Shakespeare,13-16
3582,6.77,1.3,684852705,9780684852706,eng,288,375,63,2/1/2003,Scribner,13-16
3583,8.23,3.73,679736530,9780679736530,eng,409,4208,216,10/29/1991,Vintage International,13-16
3584,7.63,2.84,743477553,9780743477550,eng,314,273070,4265,1/1/2004,Simon  Schuster,13-16
3585,7.62,2.27,1932219269,9781932219265,eng,3,48,3,9/15/2005,Audio Partners,13-16
3586,6.78,2.41,743482824,9780743482820,eng,368,493,25,8/1/2004,Simon  Schuster,13-16
3587,9.31,3.14,198320272,9780198320272,eng,128,138685,2595,10/17/2002,Oxford University Press  USA,13-16
3588,7.81,2.32,1932219161,9781932219166,eng,3,53,3,6/1/2005,Audio Partners,13-16
3589,6.86,0.94,521535131,9780521535137,eng,226,51,2,5/24/2004,Cambridge University Press,13-16
3590,6.79,2.17,1586638475,9781586638474,eng,256,769,78,7/3/2003,SparkNotes,13-16
3591,9.81,2.36,822000237,9780822000235,eng,80,17,0,6/15/1960,Cliffs Notes,13-16
3592,7.46,3.21,1904271359,9781904271352,eng,398,17782,493,11/7/2002,Bloomsbury Arden Shakespeare,13-16
3593,9.22,2.1,517223627,9780517223628,eng,92,364782,5234,9/7/2004,Gramercy Books,13-16
3594,10.08,3.63,439291496,9780439291491,eng,160,143,18,9/1/2001,Scholastic Paperbacks,13-16
3595,7.92,1.39,140153179,9780140153170,eng,884,10050,294,12/1/1991,Penguin Books,13-16
3596,7.74,2.27,140153195,9780140153194,eng,253,5428,542,7/12/1991,Penguin Books,13-16
3597,7.71,3.11,140153225,9780140153224,en-US,288,1896,124,7/12/1991,Penguin Books,13-16
3598,7.67,2.94,613572742,9780613572743,eng,132,514,40,2/2/1993,Turtleback Books,13-16
3599,7.33,2.14,684846942,9780684846941,eng,306,1345,114,5/29/1998,Scribner,13-16
3600,5.81,1.15,300091419,9780300091410,eng,328,63,2,2/8/2002,Yale University Press,13-16
3601,8.18,2.09,307262995,9780307262998,eng,306,19245,1533,11/14/2006,Alfred A. Knopf,13-16
3602,8.32,1.63,446677167,9780446677165,en-US,388,12609,696,3/1/2001,Grand Central Publishing,13-16
3603,8.3,1.69,446695696,9780446695695,en-US,420,14475,571,4/12/2005,Warner Books (NY),13-16
3604,8.97,1.99,446695645,9780446695640,eng,400,13125,743,2/1/2005,Grand Central Publishing,13-16
3605,8.19,1.99,446695718,9780446695718,eng,404,15459,669,5/9/2005,Warner Books (NY),13-16
3606,9.04,1.14,446695688,9780446695688,eng,464,20070,1047,4/12/2005,Grand Central Publishing,13-16
3607,7.08,1.8,375821821,9780375821820,eng,263,23811,2348,9/13/2005,Alfred A. Knopf Books for Young Readers,13-16
3608,8.25,1.94,446695661,9780446695664,eng,404,11050,624,3/1/2005,Grand Central Publishing,13-16
3609,8.31,3.13,449001245,9780449001240,eng,208,2303,161,1/20/1998,Ballantine Books,13-16
3610,8.55,1.64,044669567X,9780446695671,eng,464,12371,536,3/1/2005,Grand Central Publishing,13-16
3611,8.67,2.91,044661193X,9780446611930,eng,413,333,29,1/1/2003,Grand Central Publishing,13-16
3612,7.69,2.89,375410465,9780375410468,eng,9,44,1,1/4/2000,Random House Audio,13-16
3613,7.13,2.27,446615129,9780446615129,eng,496,33459,2602,5/1/2006,Grand Central Publishing,13-16
3614,7.14,2.58,440421705,9780440421702,eng,292,85404,3692,3/14/2006,Yearling Books,13-16
3615,7.74,1.1,865476063,9780865476066,eng,320,1980,154,4/16/2001,North Point Press,13-16
3616,7.07,3.04,884196488,9780884196488,eng,96,21,1,8/19/1999,Siloam,13-16
3617,8.07,1.96,446912069,9780446912068,eng,68,1256,100,12/2/2005,Warner Books (NY),13-16
3618,7.46,2.87,446674575,9780446674577,eng,256,9889,337,12/1/1998,Grand Central Publishing,13-16
3619,8.8,1.98,1594831955,9781594831959,en-US,0,64,10,2/16/2006,Grand Central Publishing,13-16
3620,7.51,2.52,553503707,9780553503708,eng,304,120,11,7/6/1995,Bantam,13-16
3621,7.16,2.16,688052304,9780688052300,eng,412,424,47,6/1/1979,Quill,13-16
3622,8.01,1,030680932X,9780306809323,en-US,608,990,97,8/30/1999,Da Capo Press,13-16
3623,7.66,0.95,307237583,9780739474792,eng,352,2703,267,4/2/2007,Harmony,13-16
3624,8.07,3.87,815411839,9780815411833,eng,752,1396,99,7/17/2001,Cooper Square Publishers,13-16
3625,8.02,1.96,316159794,9780316159791,eng,393,48095,1633,11/13/2006,Little Brown and Company,13-16
3626,8.09,3.37,316013935,9780316013932,eng,419,41805,831,7/31/2006,Little  Brown and Company,13-16
3627,8.06,4.05,316014796,9780316014793,eng,390,47196,1464,5/8/2007,Little Brown and Company,13-16
3628,9.01,1.75,316117366,9780316117364,eng,357,32963,2132,7/2/2007,Little  Brown and Company,13-16
3629,7.95,2.16,316014508,9780316014502,eng,374,18058,1519,9/10/2007,Little Brown and Company,13-16
3630,7.3,3,446696633,9780446696630,eng,400,78780,2118,5/20/2005,Grand Central Publishing,13-16
3631,7.86,1.78,446696617,9780446696616,eng,424,269826,5220,5/20/2005,Grand Central Publishing,13-16
3632,9,3.26,446600474,9780446600477,eng,341,5512,227,4/1/1995,Vision,13-16
3633,8.64,2.22,316155594,9780316155595,eng,409,103221,2689,5/23/2006,Little  Brown and Company,13-16
3634,7.67,3.61,446692654,9780446692656,eng,466,58414,1191,8/1/2003,Grand Central Publishing,13-16
3635,7.22,2.2,446606383,9780446606387,eng,368,10970,322,6/1/1999,Vision,13-16
3636,9.03,1.66,446692646,9780446692649,eng,432,242,15,8/1/2003,Grand Central Publishing,13-16
3637,7.52,1.76,446608815,9780446608817,eng,461,52093,985,10/1/2000,TIme Warner Books,13-16
3638,9.08,3.42,747266999,9780747266990,eng,421,220,19,6/25/2001,Headline,13-16
3639,7.75,1.67,446692638,9780446692632,eng,449,369267,4011,8/1/2003,Grand Central Publishing,13-16
3640,7.43,1.22,446609323,9780446609326,eng,480,9714,220,4/1/2000,Vision,13-16
3641,8.26,3.45,446613371,9780446613378,eng,406,34087,1809,1/1/2007,Grand Central Publishing,13-16
3642,7.76,2.25,446677388,9780446677387,eng,481,297211,2943,7/1/2000,Grand Central Publishing,13-16
3643,7.63,2.46,446600458,9780446600453,eng,272,4320,307,4/1/1996,Grand Central Publishing,13-16
3644,8.05,1.52,446613355,9780446613354,eng,403,36334,905,10/1/2005,Vision,13-16
3645,7.85,1.88,446617792,9780446617796,eng,445,187892,7624,5/5/2006,Grand Central Publishing,13-16
3646,8.45,4.51,446696641,9780446696647,eng,352,268,13,5/20/2005,Grand Central Publishing,13-16
3647,7.76,2.17,755300203,9780755300204,eng,548,16563,849,3/1/2004,Headline,13-16
3648,8.54,3.01,1568654235,9781568654232,eng,320,48,1,7/8/1997,Doubleday Books,13-16
3649,8.83,1.36,316693359,9780316693356,eng,160,3733,320,5/5/1999,Little Brown and Company,13-16
3650,8.86,0.74,446676438,9780446676434,eng,416,42701,1337,4/1/2000,Grand Central Publishing,13-16
3651,7.61,3.62,316000612,9780316000611,eng,48,862,53,11/1/2004,Jimmy Patterson,13-16
3652,7.59,2.14,64435261,9780064435260,eng,32,1561,45,3/21/1999,HarperCollins,13-16
3653,7.62,2.71,671009443,9780671009441,eng,660,3878,151,3/1/1997,Pocket Books,13-16
3654,9.1,1.51,747526036,9780747526032,eng,288,22,3,9/1/2002,Bloomsbury Publishing PLC,13-16
3655,8.84,1.63,1563899655,9781563899652,en-US,232,5299,131,12/16/2008,DC Comics,13-16
3656,7.93,2.53,440238196,9780440238195,en-US,177,837,95,4/12/2005,Laurel-Leaf Books,13-16
3657,7.9,2.16,312937695,9780312937690,eng,288,9214,179,8/30/2005,St. Martin's Paperbacks,13-16
3658,7.31,4.52,1400066107,9781400066100,eng,128,748,105,10/24/2006,Random House,13-16
3659,6.53,1.7,679643257,9780679643258,eng,1184,991,55,9/21/2004,Modern Library,13-16
3660,7.52,1.78,553380176,9780553380170,eng,127,7423,319,5/12/1997,Bantam,13-16
3661,8.73,0.95,375505962,9780375505966,eng,54,3720,240,8/7/2001,Random House,13-16
3662,7.2,0.85,1556702884,9781556702884,eng,32,1246,164,2/6/1996,Harry N. Abrams,13-16
3663,8.09,1.45,8497644743,9788497644747,spa,384,156,28,5/28/2006,Edimat Libros,13-16
3664,7.7,3.77,300091699,9780300091694,eng,172,104,6,8/11/2002,Yale University Press,13-16
3665,7.63,2.83,810935201,9780810935204,eng,14,31,2,3/30/1996,Harry N. Abrams,13-16
3666,7.16,0.76,806510757,9780806510750,eng,404,883,16,8/18/1988,Citadel Press,13-16
3667,9.31,2.01,312978332,9780312978334,eng,323,701,53,3/15/2001,St. Martin's Press,13-16
3668,7.7,2.03,698116410,9780698116412,en-US,48,322,41,2/23/1998,Puffin Books,13-16
3669,6.63,1.75,312421990,9780312421991,eng,258,13674,1166,6/1/2004,Picador,13-16
3670,10.11,1.9,786942703,9780786942701,en-US,306,152,14,5/8/2007,Wizards of the Coast,13-16
3671,9.22,0.66,140446362,9780140446364,eng,144,12610,486,9/26/1996,Penguin Classics,13-16
3672,8.25,1.65,674678567,9780674678569,eng,160,988,31,2/26/1970,Harvard University Press,13-16
3673,8.9,3.18,802441416,9780802441416,eng,392,39,5,8/8/1988,Moody Publishers (Chicago),13-16
3674,8.2,1.6,714831670,9780714831671,eng,235,26,1,4/1/1995,Phaidon Press,13-16
3675,8.27,1.84,300114400,9780300114409,eng,192,102,8,4/28/2006,Yale University Press,13-16
3676,7.18,2.83,306807254,9780306807251,eng,403,36,5,8/22/1996,Da Capo Press,13-16
3677,7.38,1.12,810915871,9780810915879,eng,296,45,2,9/1/1978,Harry N. Abrams,13-16
3678,7.81,2.71,500282757,9780500282755,eng,296,3,0,5/14/2001,Thames & Hudson Ltd,13-16
3679,8.04,1.36,132221861,9780132221863,eng,592,56,1,12/22/2006,Prentice Hall,13-16
3680,6.85,1.26,674995643,9780674995642,mul,416,59,5,4/15/1997,Harvard University Press,13-16
3681,9.5,1.95,014044209X,9780140442090,eng,256,1052,23,9/30/1982,Penguin Books,13-16
3682,7.64,2.53,460876740,9780460876742,eng,352,7,1,3/1/1998,Everyman's Library,13-16
3683,9.16,2.53,674995341,9780674995345,mul,480,35,1,4/15/1997,Harvard University Press,13-16
3684,7.27,1.93,60575816,9780060575816,en-US,311,1312,162,8/17/2004,Eos,13-16
3685,8.12,1.89,812216504,9780812216509,eng,392,7,1,6/1/1998,University of Pennsylvania Press,13-16
3686,7.97,3.03,761555528,9780761555520,eng,176,120,1,11/14/2006,Prima Games,13-16
3687,7.86,2.58,446691097,9780446691093,en-US,288,27204,698,10/1/2002,FaithWords,13-16
3688,8.23,0.92,373771371,9780373771370,eng,379,1549,87,11/21/2006,Hqn,13-16
3689,7.08,2.86,394700139,9780394700137,eng,405,1991,92,1/12/1955,Vintage,13-16
3690,8.84,3.03,1582433224,9781582433226,eng,253,17963,1023,8/17/2005,Counterpoint LLC,13-16
3691,7.68,2.92,1897082274,9781897082270,eng,80,39,1,8/30/2006,Bookclub-In-A-Box,13-16
3692,8.76,2.15,039457107X,9780394571072,eng,534,21,1,5/5/1990,Knopf,13-16
3693,7.36,1.4,096830317X,9780968303177,eng,3,61,1,6/15/2005,Canadian Broadcasting Corporation (CBC Audio),13-16
3694,8.6,1.79,968303188,9780968303184,eng,3,51,1,7/15/2005,Canadian Broadcasting Corporation (CBC Audio),13-16
3695,7.76,2.44,670044369,9780670044368,eng,302,924,59,11/28/2003,Penguin Books Canada,16+
3696,7.67,2.72,425212785,9780425212783,eng,402,3896,65,11/7/2006,Berkley,16+
3697,7.77,2.67,425204227,9780425204221,eng,326,5062,79,11/1/2005,Berkley,16+
